"States and selected areas:  Employment status of the civilian noninstitutional population,",,,,,,,,,,
"January 1976 to date, seasonally adjusted",,,,,,,,,,
,,,,,,,,,,
FIPS Code,State and area,Period,,Civilian non-institutional population,Civilian labor force,,,,,
42,Pennsylvania,1998,9,"9,445,052","6,065,569",64.2,"5,781,637",61.2,"283,932",4.7
44,Rhode Island,1998,9,"802,267","533,324",66.5,"509,763",63.5,"23,561",4.4
45,South Carolina,1998,9,"2,955,686","1,953,858",66.1,"1,878,583",63.6,"75,275",3.9
46,South Dakota,1998,9,"552,327","399,393",72.3,"388,057",70.3,"11,336",2.8
47,Tennessee,1998,9,"4,283,483","2,825,037",66,"2,704,261",63.1,"120,776",4.3
48,Texas,1998,9,"14,699,142","10,179,313",69.3,"9,663,832",65.7,"515,481",5.1
49,Utah,1998,9,"1,531,084","1,110,756",72.5,"1,070,328",69.9,"40,428",3.6
50,Vermont,1998,9,"464,559","335,827",72.3,"324,496",69.9,"11,331",3.4
51,Virginia,1998,9,"5,183,403","3,521,024",67.9,"3,421,380",66,"99,644",2.8
53,Washington,1998,9,"4,363,536","3,047,995",69.9,"2,895,899",66.4,"152,096",5
54,West Virginia,1998,9,"1,434,031","796,203",55.5,"743,365",51.8,"52,838",6.6
55,Wisconsin,1998,9,"4,020,826","2,964,536",73.7,"2,861,874",71.2,"102,662",3.5
56,Wyoming,1998,9,"367,255","261,444",71.2,"248,688",67.7,"12,756",4.9
1,Alabama,1998,10,"3,350,021","2,143,068",64,"2,045,738",61.1,"97,330",4.5
2,Alaska,1998,10,"428,086","316,366",73.9,"295,990",69.1,"20,376",6.4
4,Arizona,1998,10,"3,707,082","2,425,980",65.4,"2,322,033",62.6,"103,947",4.3
5,Arkansas,1998,10,"1,987,648","1,249,624",62.9,"1,186,622",59.7,"63,002",5
6,California,1998,10,"24,405,702","16,283,158",66.7,"15,320,806",62.8,"962,352",5.9
37,Los Angeles County,1998,10,"6,879,753","4,565,225",66.4,"4,262,745",62,"302,480",6.6
8,Colorado,1998,10,"3,133,615","2,324,291",74.2,"2,240,675",71.5,"83,616",3.6
9,Connecticut,1998,10,"2,576,086","1,744,301",67.7,"1,693,662",65.7,"50,639",2.9
10,Delaware,1998,10,"584,063","398,144",68.2,"384,474",65.8,"13,670",3.4
11,District of Columbia,1998,10,"453,754","293,731",64.7,"270,185",59.5,"23,546",8
12,Florida,1998,10,"12,125,653","7,608,367",62.7,"7,281,208",60,"327,159",4.3
13,Georgia,1998,10,"5,890,153","4,078,974",69.3,"3,910,174",66.4,"168,800",4.1
15,Hawaii,1998,10,"896,903","604,686",67.4,"568,931",63.4,"35,755",5.9
16,Idaho,1998,10,"922,013","657,706",71.3,"623,392",67.6,"34,314",5.2
17,Illinois,1998,10,"9,252,385","6,374,446",68.9,"6,087,261",65.8,"287,185",4.5
18,Indiana,1998,10,"4,548,143","3,131,295",68.8,"3,034,564",66.7,"96,731",3.1
19,Iowa,1998,10,"2,216,779","1,595,085",72,"1,549,161",69.9,"45,924",2.9
20,Kansas,1998,10,"1,980,252","1,407,777",71.1,"1,355,597",68.5,"52,180",3.7
21,Kentucky,1998,10,"3,044,277","1,928,764",63.4,"1,840,731",60.5,"88,033",4.6
22,Louisiana,1998,10,"3,269,257","2,032,895",62.2,"1,920,402",58.7,"112,493",5.5
23,Maine,1998,10,"977,544","659,607",67.5,"630,966",64.5,"28,641",4.3
24,Maryland,1998,10,"3,929,415","2,761,955",70.3,"2,651,941",67.5,"110,014",4
25,Massachusetts,1998,10,"4,866,947","3,354,428",68.9,"3,243,374",66.6,"111,054",3.3
26,Michigan,1998,10,"7,444,175","5,042,713",67.7,"4,841,840",65,"200,873",4
27,Minnesota,1998,10,"3,640,616","2,722,955",74.8,"2,649,177",72.8,"73,778",2.7
28,Mississippi,1998,10,"2,073,800","1,275,934",61.5,"1,209,896",58.3,"66,038",5.2
29,Missouri,1998,10,"4,175,645","2,946,015",70.6,"2,837,202",67.9,"108,813",3.7
30,Montana,1998,10,"677,425","465,927",68.8,"439,559",64.9,"26,368",5.7
31,Nebraska,1998,10,"1,268,838","930,311",73.3,"905,516",71.4,"24,795",2.7
32,Nevada,1998,10,"1,431,115","991,864",69.3,"952,300",66.5,"39,564",4
33,New Hampshire,1998,10,"925,147","668,967",72.3,"650,000",70.3,"18,967",2.8
34,New Jersey,1998,10,"6,367,893","4,238,341",66.6,"4,054,254",63.7,"184,087",4.3
35,New Mexico,1998,10,"1,321,497","836,227",63.3,"784,640",59.4,"51,587",6.2
36,New York,1998,10,"14,413,574","9,093,778",63.1,"8,599,246",59.7,"494,532",5.4
51000,New York city,1998,10,"6,095,881","3,574,308",58.6,"3,300,522",54.1,"273,786",7.7
37,North Carolina,1998,10,"5,972,631","3,989,054",66.8,"3,854,486",64.5,"134,568",3.4
38,North Dakota,1998,10,"486,630","346,580",71.2,"335,608",69,"10,972",3.2
39,Ohio,1998,10,"8,582,514","5,721,347",66.7,"5,469,359",63.7,"251,988",4.4
40,Oklahoma,1998,10,"2,544,012","1,644,758",64.7,"1,575,962",61.9,"68,796",4.2
41,Oregon,1998,10,"2,591,673","1,783,725",68.8,"1,679,159",64.8,"104,566",5.9
42,Pennsylvania,1998,10,"9,448,662","6,070,281",64.2,"5,787,362",61.3,"282,919",4.7
44,Rhode Island,1998,10,"802,756","534,512",66.6,"511,006",63.7,"23,506",4.4
45,South Carolina,1998,10,"2,959,664","1,958,098",66.2,"1,881,781",63.6,"76,317",3.9
46,South Dakota,1998,10,"553,416","400,078",72.3,"388,743",70.2,"11,335",2.8
47,Tennessee,1998,10,"4,287,078","2,830,903",66,"2,710,037",63.2,"120,866",4.3
48,Texas,1998,10,"14,724,743","10,190,794",69.2,"9,682,154",65.8,"508,640",5
49,Utah,1998,10,"1,534,533","1,112,980",72.5,"1,072,635",69.9,"40,345",3.6
50,Vermont,1998,10,"464,583","336,387",72.4,"325,252",70,"11,135",3.3
51,Virginia,1998,10,"5,190,531","3,526,668",67.9,"3,427,634",66,"99,034",2.8
53,Washington,1998,10,"4,368,779","3,053,126",69.9,"2,900,395",66.4,"152,731",5
54,West Virginia,1998,10,"1,433,908","796,577",55.6,"744,099",51.9,"52,478",6.6
55,Wisconsin,1998,10,"4,024,282","2,963,996",73.7,"2,861,309",71.1,"102,687",3.5
56,Wyoming,1998,10,"367,277","261,807",71.3,"249,052",67.8,"12,755",4.9
1,Alabama,1998,11,"3,351,823","2,144,105",64,"2,046,835",61.1,"97,270",4.5
2,Alaska,1998,11,"429,077","316,821",73.8,"296,444",69.1,"20,377",6.4
4,Arizona,1998,11,"3,714,866","2,436,877",65.6,"2,331,824",62.8,"105,053",4.3
5,Arkansas,1998,11,"1,990,060","1,250,504",62.8,"1,188,432",59.7,"62,072",5
6,California,1998,11,"24,445,794","16,302,073",66.7,"15,351,428",62.8,"950,645",5.8
37,Los Angeles County,1998,11,"6,888,962","4,561,877",66.2,"4,263,159",61.9,"298,718",6.5
8,Colorado,1998,11,"3,141,593","2,326,015",74,"2,245,785",71.5,"80,230",3.4
9,Connecticut,1998,11,"2,576,549","1,744,995",67.7,"1,695,937",65.8,"49,058",2.8
10,Delaware,1998,11,"584,139","398,061",68.1,"384,819",65.9,"13,242",3.3
11,District of Columbia,1998,11,"454,120","294,752",64.9,"271,755",59.8,"22,997",7.8
12,Florida,1998,11,"12,145,008","7,624,544",62.8,"7,301,630",60.1,"322,914",4.2
13,Georgia,1998,11,"5,900,164","4,086,788",69.3,"3,919,545",66.4,"167,243",4.1
15,Hawaii,1998,11,"898,034","604,214",67.3,"569,017",63.4,"35,197",5.8
16,Idaho,1998,11,"923,013","658,077",71.3,"623,923",67.6,"34,154",5.2
17,Illinois,1998,11,"9,259,634","6,383,802",68.9,"6,101,211",65.9,"282,591",4.4
18,Indiana,1998,11,"4,551,710","3,133,576",68.8,"3,038,601",66.8,"94,975",3
19,Iowa,1998,11,"2,218,107","1,594,968",71.9,"1,549,349",69.9,"45,619",2.9
20,Kansas,1998,11,"1,981,264","1,408,581",71.1,"1,357,494",68.5,"51,087",3.6
21,Kentucky,1998,11,"3,046,327","1,930,837",63.4,"1,842,915",60.5,"87,922",4.6
22,Louisiana,1998,11,"3,270,278","2,030,873",62.1,"1,920,977",58.7,"109,896",5.4
23,Maine,1998,11,"978,521","660,806",67.5,"633,006",64.7,"27,800",4.2
24,Maryland,1998,11,"3,933,240","2,762,615",70.2,"2,656,142",67.5,"106,473",3.9
25,Massachusetts,1998,11,"4,870,937","3,358,407",68.9,"3,247,800",66.7,"110,607",3.3
26,Michigan,1998,11,"7,448,875","5,051,752",67.8,"4,849,893",65.1,"201,859",4
27,Minnesota,1998,11,"3,645,301","2,725,732",74.8,"2,652,803",72.8,"72,929",2.7
28,Mississippi,1998,11,"2,074,902","1,275,768",61.5,"1,210,737",58.4,"65,031",5.1
29,Missouri,1998,11,"4,179,226","2,943,923",70.4,"2,839,967",68,"103,956",3.5
30,Montana,1998,11,"678,391","466,456",68.8,"440,209",64.9,"26,247",5.6
31,Nebraska,1998,11,"1,270,082","930,599",73.3,"905,743",71.3,"24,856",2.7
32,Nevada,1998,11,"1,435,041","995,975",69.4,"956,983",66.7,"38,992",3.9
33,New Hampshire,1998,11,"926,242","671,180",72.5,"652,019",70.4,"19,161",2.9
34,New Jersey,1998,11,"6,372,071","4,244,178",66.6,"4,061,122",63.7,"183,056",4.3
35,New Mexico,1998,11,"1,322,709","836,007",63.2,"785,295",59.4,"50,712",6.1
36,New York,1998,11,"14,422,654","9,097,877",63.1,"8,606,606",59.7,"491,271",5.4
51000,New York city,1998,11,"6,100,911","3,577,384",58.6,"3,306,668",54.2,"270,716",7.6
37,North Carolina,1998,11,"5,982,118","3,995,956",66.8,"3,863,963",64.6,"131,993",3.3
38,North Dakota,1998,11,"486,702","346,267",71.1,"335,184",68.9,"11,083",3.2
39,Ohio,1998,11,"8,585,443","5,725,153",66.7,"5,475,697",63.8,"249,456",4.4
40,Oklahoma,1998,11,"2,546,201","1,646,896",64.7,"1,579,474",62,"67,422",4.1
41,Oregon,1998,11,"2,594,943","1,785,330",68.8,"1,681,001",64.8,"104,329",5.8
42,Pennsylvania,1998,11,"9,451,272","6,074,761",64.3,"5,794,514",61.3,"280,247",4.6
44,Rhode Island,1998,11,"803,244","535,382",66.7,"512,217",63.8,"23,165",4.3
45,South Carolina,1998,11,"2,963,642","1,961,052",66.2,"1,884,023",63.6,"77,029",3.9
46,South Dakota,1998,11,"553,505","400,639",72.4,"389,334",70.3,"11,305",2.8
47,Tennessee,1998,11,"4,291,673","2,835,742",66.1,"2,715,218",63.3,"120,524",4.3
48,Texas,1998,11,"14,750,345","10,197,118",69.1,"9,698,755",65.8,"498,363",4.9
49,Utah,1998,11,"1,536,981","1,114,958",72.5,"1,074,724",69.9,"40,234",3.6
50,Vermont,1998,11,"465,608","336,971",72.4,"325,989",70,"10,982",3.3
51,Virginia,1998,11,"5,196,658","3,530,602",67.9,"3,433,272",66.1,"97,330",2.8
53,Washington,1998,11,"4,374,023","3,057,025",69.9,"2,905,240",66.4,"151,785",5
54,West Virginia,1998,11,"1,433,784","796,922",55.6,"744,827",51.9,"52,095",6.5
55,Wisconsin,1998,11,"4,026,737","2,962,609",73.6,"2,861,529",71.1,"101,080",3.4
56,Wyoming,1998,11,"368,298","262,157",71.2,"249,427",67.7,"12,730",4.9
1,Alabama,1998,12,"3,353,625","2,145,047",64,"2,047,579",61.1,"97,468",4.5
2,Alaska,1998,12,"429,069","317,241",73.9,"296,793",69.2,"20,448",6.4
4,Arizona,1998,12,"3,721,649","2,447,015",65.8,"2,340,441",62.9,"106,574",4.4
5,Arkansas,1998,12,"1,991,471","1,250,945",62.8,"1,190,253",59.8,"60,692",4.9
6,California,1998,12,"24,481,885","16,314,638",66.6,"15,378,088",62.8,"936,550",5.7
37,Los Angeles County,1998,12,"6,897,471","4,555,428",66,"4,261,958",61.8,"293,470",6.4
8,Colorado,1998,12,"3,148,570","2,326,640",73.9,"2,250,216",71.5,"76,424",3.3
9,Connecticut,1998,12,"2,578,012","1,745,040",67.7,"1,697,404",65.8,"47,636",2.7
10,Delaware,1998,12,"585,215","397,927",68,"385,026",65.8,"12,901",3.2
11,District of Columbia,1998,12,"454,485","296,079",65.1,"273,629",60.2,"22,450",7.6
12,Florida,1998,12,"12,163,364","7,636,382",62.8,"7,317,505",60.2,"318,877",4.2
13,Georgia,1998,12,"5,910,174","4,092,818",69.3,"3,927,083",66.4,"165,735",4
15,Hawaii,1998,12,"898,165","603,509",67.2,"568,931",63.3,"34,578",5.7
16,Idaho,1998,12,"925,014","657,684",71.1,"623,701",67.4,"33,983",5.2
17,Illinois,1998,12,"9,264,883","6,390,685",69,"6,114,453",66,"276,232",4.3
18,Indiana,1998,12,"4,554,278","3,132,859",68.8,"3,040,477",66.8,"92,382",2.9
19,Iowa,1998,12,"2,219,435","1,594,581",71.8,"1,549,553",69.8,"45,028",2.8
20,Kansas,1998,12,"1,982,276","1,408,446",71.1,"1,358,526",68.5,"49,920",3.5
21,Kentucky,1998,12,"3,048,376","1,932,908",63.4,"1,844,969",60.5,"87,939",4.5
22,Louisiana,1998,12,"3,272,300","2,029,105",62,"1,921,640",58.7,"107,465",5.3
23,Maine,1998,12,"979,498","661,538",67.5,"634,572",64.8,"26,966",4.1
24,Maryland,1998,12,"3,936,065","2,763,048",70.2,"2,659,495",67.6,"103,553",3.7
25,Massachusetts,1998,12,"4,873,927","3,360,348",68.9,"3,250,033",66.7,"110,315",3.3
26,Michigan,1998,12,"7,451,575","5,059,051",67.9,"4,856,451",65.2,"202,600",4
27,Minnesota,1998,12,"3,649,986","2,727,728",74.7,"2,656,349",72.8,"71,379",2.6
28,Mississippi,1998,12,"2,076,004","1,275,206",61.4,"1,211,176",58.3,"64,030",5
29,Missouri,1998,12,"4,181,808","2,941,316",70.3,"2,841,687",68,"99,629",3.4
30,Montana,1998,12,"678,357","466,647",68.8,"440,614",65,"26,033",5.6
31,Nebraska,1998,12,"1,270,326","930,164",73.2,"905,414",71.3,"24,750",2.7
32,Nevada,1998,12,"1,439,966","999,743",69.4,"961,152",66.7,"38,591",3.9
33,New Hampshire,1998,12,"927,338","672,880",72.6,"653,665",70.5,"19,215",2.9
34,New Jersey,1998,12,"6,376,249","4,250,838",66.7,"4,067,947",63.8,"182,891",4.3
35,New Mexico,1998,12,"1,323,921","835,665",63.1,"785,769",59.4,"49,896",6
36,New York,1998,12,"14,429,735","9,097,840",63,"8,610,676",59.7,"487,164",5.4
51000,New York city,1998,12,"6,105,341","3,577,493",58.6,"3,311,724",54.2,"265,769",7.4
37,North Carolina,1998,12,"5,989,605","4,002,518",66.8,"3,873,264",64.7,"129,254",3.2
38,North Dakota,1998,12,"486,774","345,645",71,"334,497",68.7,"11,148",3.2
39,Ohio,1998,12,"8,587,373","5,727,531",66.7,"5,480,409",63.8,"247,122",4.3
40,Oklahoma,1998,12,"2,548,389","1,648,520",64.7,"1,582,502",62.1,"66,018",4
41,Oregon,1998,12,"2,597,214","1,786,482",68.8,"1,682,949",64.8,"103,533",5.8
42,Pennsylvania,1998,12,"9,453,882","6,078,670",64.3,"5,801,518",61.4,"277,152",4.6
44,Rhode Island,1998,12,"803,732","535,898",66.7,"513,320",63.9,"22,578",4.2
45,South Carolina,1998,12,"2,967,620","1,962,732",66.1,"1,885,006",63.5,"77,726",4
46,South Dakota,1998,12,"553,594","401,020",72.4,"389,759",70.4,"11,261",2.8
47,Tennessee,1998,12,"4,295,268","2,838,879",66.1,"2,719,000",63.3,"119,879",4.2
48,Texas,1998,12,"14,773,946","10,200,471",69,"9,711,967",65.7,"488,504",4.8
49,Utah,1998,12,"1,539,429","1,116,584",72.5,"1,076,388",69.9,"40,196",3.6
50,Vermont,1998,12,"465,632","337,529",72.5,"326,638",70.1,"10,891",3.2
51,Virginia,1998,12,"5,202,786","3,532,765",67.9,"3,437,251",66.1,"95,514",2.7
53,Washington,1998,12,"4,379,266","3,059,091",69.9,"2,909,204",66.4,"149,887",4.9
54,West Virginia,1998,12,"1,433,661","797,263",55.6,"745,253",52,"52,010",6.5
55,Wisconsin,1998,12,"4,030,193","2,960,141",73.4,"2,861,555",71,"98,586",3.3
56,Wyoming,1998,12,"368,320","262,468",71.3,"249,742",67.8,"12,726",4.8
1,Alabama,1999,1,"3,354,427","2,145,883",64,"2,047,925",61.1,"97,958",4.6
2,Alaska,1999,1,"430,060","317,506",73.8,"296,955",69,"20,551",6.5
4,Arizona,1999,1,"3,729,433","2,456,251",65.9,"2,347,725",63,"108,526",4.4
5,Arkansas,1999,1,"1,993,883","1,251,062",62.7,"1,191,937",59.8,"59,125",4.7
6,California,1999,1,"24,517,977","16,323,209",66.6,"15,402,202",62.8,"921,007",5.6
37,Los Angeles County,1999,1,"6,905,980","4,547,992",65.9,"4,260,889",61.7,"287,103",6.3
8,Colorado,1999,1,"3,155,548","2,326,817",73.7,"2,253,833",71.4,"72,984",3.1
9,Connecticut,1999,1,"2,578,475","1,744,288",67.6,"1,697,878",65.8,"46,410",2.7
10,Delaware,1999,1,"586,291","397,786",67.8,"385,087",65.7,"12,699",3.2
11,District of Columbia,1999,1,"454,851","297,673",65.4,"275,729",60.6,"21,944",7.4
12,Florida,1999,1,"12,181,719","7,645,106",62.8,"7,330,040",60.2,"315,066",4.1
13,Georgia,1999,1,"5,920,185","4,097,159",69.2,"3,933,171",66.4,"163,988",4
15,Hawaii,1999,1,"898,296","602,787",67.1,"568,864",63.3,"33,923",5.6
16,Idaho,1999,1,"926,014","656,653",70.9,"622,828",67.3,"33,825",5.2
17,Illinois,1999,1,"9,270,132","6,396,961",69,"6,126,346",66.1,"270,615",4.2
18,Indiana,1999,1,"4,555,845","3,129,901",68.7,"3,039,983",66.7,"89,918",2.9
19,Iowa,1999,1,"2,219,763","1,594,190",71.8,"1,549,965",69.8,"44,225",2.8
20,Kansas,1999,1,"1,983,288","1,407,550",71,"1,358,695",68.5,"48,855",3.5
21,Kentucky,1999,1,"3,050,426","1,935,358",63.4,"1,847,211",60.6,"88,147",4.6
22,Louisiana,1999,1,"3,273,321","2,027,133",61.9,"1,921,887",58.7,"105,246",5.2
23,Maine,1999,1,"980,475","661,916",67.5,"635,521",64.8,"26,395",4
24,Maryland,1999,1,"3,938,889","2,763,253",70.2,"2,661,901",67.6,"101,352",3.7
25,Massachusetts,1999,1,"4,876,917","3,360,938",68.9,"3,250,723",66.7,"110,215",3.3
26,Michigan,1999,1,"7,455,274","5,064,723",67.9,"4,861,891",65.2,"202,832",4
27,Minnesota,1999,1,"3,654,671","2,728,597",74.7,"2,658,938",72.8,"69,659",2.6
28,Mississippi,1999,1,"2,078,106","1,274,385",61.3,"1,211,180",58.3,"63,205",5
29,Missouri,1999,1,"4,185,389","2,939,130",70.2,"2,842,540",67.9,"96,590",3.3
30,Montana,1999,1,"678,323","466,542",68.8,"440,805",65,"25,737",5.5
31,Nebraska,1999,1,"1,271,569","929,210",73.1,"904,604",71.1,"24,606",2.6
32,Nevada,1999,1,"1,444,892","1,003,285",69.4,"964,841",66.8,"38,444",3.8
33,New Hampshire,1999,1,"928,434","673,921",72.6,"654,827",70.5,"19,094",2.8
34,New Jersey,1999,1,"6,379,428","4,257,520",66.7,"4,073,672",63.9,"183,848",4.3
35,New Mexico,1999,1,"1,325,134","835,220",63,"786,064",59.3,"49,156",5.9
36,New York,1999,1,"14,436,816","9,094,074",63,"8,611,289",59.6,"482,785",5.3
51000,New York city,1999,1,"6,109,671","3,574,996",58.5,"3,315,384",54.3,"259,612",7.3
37,North Carolina,1999,1,"5,998,092","4,008,017",66.8,"3,881,016",64.7,"127,001",3.2
38,North Dakota,1999,1,"485,846","344,789",71,"333,644",68.7,"11,145",3.2
39,Ohio,1999,1,"8,589,302","5,728,281",66.7,"5,482,706",63.8,"245,575",4.3
40,Oklahoma,1999,1,"2,550,578","1,649,706",64.7,"1,585,001",62.1,"64,705",3.9
41,Oregon,1999,1,"2,600,484","1,786,516",68.7,"1,684,299",64.8,"102,217",5.7
42,Pennsylvania,1999,1,"9,455,492","6,082,056",64.3,"5,808,045",61.4,"274,011",4.5
44,Rhode Island,1999,1,"804,220","536,139",66.7,"514,233",63.9,"21,906",4.1
45,South Carolina,1999,1,"2,970,598","1,963,455",66.1,"1,885,007",63.5,"78,448",4
46,South Dakota,1999,1,"553,683","401,247",72.5,"390,053",70.4,"11,194",2.8
47,Tennessee,1999,1,"4,298,863","2,839,899",66.1,"2,721,154",63.3,"118,745",4.2
48,Texas,1999,1,"14,797,547","10,203,530",69,"9,722,444",65.7,"481,086",4.7
49,Utah,1999,1,"1,540,878","1,117,910",72.6,"1,077,674",69.9,"40,236",3.6
50,Vermont,1999,1,"466,656","337,996",72.4,"327,174",70.1,"10,822",3.2
51,Virginia,1999,1,"5,208,914","3,533,720",67.8,"3,439,676",66,"94,044",2.7
53,Washington,1999,1,"4,383,509","3,059,237",69.8,"2,911,412",66.4,"147,825",4.8
54,West Virginia,1999,1,"1,433,537","797,471",55.6,"745,295",52,"52,176",6.5
55,Wisconsin,1999,1,"4,032,648","2,956,895",73.3,"2,861,202",71,"95,693",3.2
56,Wyoming,1999,1,"368,341","262,720",71.3,"249,972",67.9,"12,748",4.9
1,Alabama,1999,2,"3,355,229","2,146,853",64,"2,048,086",61,"98,767",4.6
2,Alaska,1999,2,"430,052","317,628",73.9,"296,974",69.1,"20,654",6.5
4,Arizona,1999,2,"3,735,217","2,464,632",66,"2,353,853",63,"110,779",4.5
5,Arkansas,1999,2,"1,995,295","1,251,256",62.7,"1,193,443",59.8,"57,813",4.6
6,California,1999,2,"24,549,068","16,333,134",66.5,"15,426,805",62.8,"906,329",5.5
37,Los Angeles County,1999,2,"6,912,889","4,542,877",65.7,"4,262,142",61.7,"280,735",6.2
8,Colorado,1999,2,"3,161,525","2,327,515",73.6,"2,256,884",71.4,"70,631",3
9,Connecticut,1999,2,"2,578,938","1,742,869",67.6,"1,697,421",65.8,"45,448",2.6
10,Delaware,1999,2,"586,367","397,686",67.8,"385,038",65.7,"12,648",3.2
11,District of Columbia,1999,2,"455,217","299,464",65.8,"277,950",61.1,"21,514",7.2
12,Florida,1999,2,"12,197,074","7,653,316",62.7,"7,341,549",60.2,"311,767",4.1
13,Georgia,1999,2,"5,929,196","4,100,694",69.2,"3,938,692",66.4,"162,002",4
15,Hawaii,1999,2,"898,428","602,286",67,"568,957",63.3,"33,329",5.5
16,Idaho,1999,2,"927,014","655,382",70.7,"621,686",67.1,"33,696",5.1
17,Illinois,1999,2,"9,273,381","6,405,177",69.1,"6,136,810",66.2,"268,367",4.2
18,Indiana,1999,2,"4,557,413","3,125,995",68.6,"3,037,775",66.7,"88,220",2.8
19,Iowa,1999,2,"2,220,091","1,594,329",71.8,"1,550,861",69.9,"43,468",2.7
20,Kansas,1999,2,"1,984,300","1,406,407",70.9,"1,358,254",68.5,"48,153",3.4
21,Kentucky,1999,2,"3,052,476","1,938,495",63.5,"1,849,929",60.6,"88,566",4.6
22,Louisiana,1999,2,"3,274,342","2,024,930",61.8,"1,921,718",58.7,"103,212",5.1
23,Maine,1999,2,"980,452","662,245",67.5,"636,044",64.9,"26,201",4
24,Maryland,1999,2,"3,940,714","2,763,463",70.1,"2,663,667",67.6,"99,796",3.6
25,Massachusetts,1999,2,"4,879,907","3,361,175",68.9,"3,250,730",66.6,"110,445",3.3
26,Michigan,1999,2,"7,455,974","5,069,566",68,"4,867,018",65.3,"202,548",4
27,Minnesota,1999,2,"3,658,356","2,729,460",74.6,"2,660,671",72.7,"68,789",2.5
28,Mississippi,1999,2,"2,078,208","1,273,838",61.3,"1,211,104",58.3,"62,734",4.9
29,Missouri,1999,2,"4,186,971","2,938,186",70.2,"2,842,884",67.9,"95,302",3.2
30,Montana,1999,2,"679,290","466,319",68.6,"440,891",64.9,"25,428",5.5
31,Nebraska,1999,2,"1,271,813","928,127",73,"903,570",71,"24,557",2.6
32,Nevada,1999,2,"1,448,817","1,006,835",69.5,"968,187",66.8,"38,648",3.8
33,New Hampshire,1999,2,"929,529","674,329",72.5,"655,462",70.5,"18,867",2.8
34,New Jersey,1999,2,"6,381,606","4,264,230",66.8,"4,077,829",63.9,"186,401",4.4
35,New Mexico,1999,2,"1,325,346","834,812",63,"786,249",59.3,"48,563",5.8
36,New York,1999,2,"14,440,897","9,089,825",62.9,"8,610,048",59.6,"479,777",5.3
51000,New York city,1999,2,"6,112,801","3,572,171",58.4,"3,318,144",54.3,"254,027",7.1
37,North Carolina,1999,2,"6,004,579","4,012,867",66.8,"3,886,879",64.7,"125,988",3.1
38,North Dakota,1999,2,"485,918","343,883",70.8,"332,772",68.5,"11,111",3.2
39,Ohio,1999,2,"8,588,232","5,729,075",66.7,"5,483,653",63.9,"245,422",4.3
40,Oklahoma,1999,2,"2,551,767","1,650,714",64.7,"1,587,351",62.2,"63,363",3.8
41,Oregon,1999,2,"2,601,755","1,785,533",68.6,"1,684,773",64.8,"100,760",5.6
42,Pennsylvania,1999,2,"9,456,102","6,085,549",64.4,"5,813,808",61.5,"271,741",4.5
44,Rhode Island,1999,2,"803,709","536,319",66.7,"514,927",64.1,"21,392",4
45,South Carolina,1999,2,"2,973,576","1,963,509",66,"1,884,411",63.4,"79,098",4
46,South Dakota,1999,2,"554,772","401,392",72.4,"390,268",70.3,"11,124",2.8
47,Tennessee,1999,2,"4,301,458","2,839,759",66,"2,722,599",63.3,"117,160",4.1
48,Texas,1999,2,"14,818,149","10,209,003",68.9,"9,731,758",65.7,"477,245",4.7
49,Utah,1999,2,"1,543,326","1,119,080",72.5,"1,078,735",69.9,"40,345",3.6
50,Vermont,1999,2,"466,681","338,352",72.5,"327,579",70.2,"10,773",3.2
51,Virginia,1999,2,"5,213,041","3,534,749",67.8,"3,441,525",66,"93,224",2.6
53,Washington,1999,2,"4,387,752","3,058,412",69.7,"2,911,961",66.4,"146,451",4.8
54,West Virginia,1999,2,"1,433,414","797,617",55.6,"745,163",52,"52,454",6.6
55,Wisconsin,1999,2,"4,034,104","2,953,342",73.2,"2,860,504",70.9,"92,838",3.1
56,Wyoming,1999,2,"368,363","262,937",71.4,"250,151",67.9,"12,786",4.9
1,Alabama,1999,3,"3,356,031","2,148,065",64,"2,048,175",61,"99,890",4.7
2,Alaska,1999,3,"431,043","317,707",73.7,"296,946",68.9,"20,761",6.5
4,Arizona,1999,3,"3,742,001","2,472,128",66.1,"2,359,117",63,"113,011",4.6
5,Arkansas,1999,3,"1,996,707","1,251,918",62.7,"1,194,867",59.8,"57,051",4.6
6,California,1999,3,"24,580,160","16,348,582",66.5,"15,454,688",62.9,"893,894",5.5
37,Los Angeles County,1999,3,"6,919,998","4,542,640",65.6,"4,267,329",61.7,"275,311",6.1
8,Colorado,1999,3,"3,167,503","2,329,367",73.5,"2,259,711",71.3,"69,656",3
9,Connecticut,1999,3,"2,579,401","1,741,264",67.5,"1,696,520",65.8,"44,744",2.6
10,Delaware,1999,3,"587,443","397,717",67.7,"384,999",65.5,"12,718",3.2
11,District of Columbia,1999,3,"455,582","301,420",66.2,"280,225",61.5,"21,195",7
12,Florida,1999,3,"12,213,429","7,662,750",62.7,"7,353,397",60.2,"309,353",4
